Location Code	Real Property Asset Name	Installation Name	Owned or Leased	GSA Region	Street Address	City	State	Zip Code	Latitude	Longitude	Building Rentable Square Feet	Available Square Feet	Construction Date	Congressional District	Congressional District Representative Name	Building Status	Real Property Asset Type
NY6488	HALMAR PERISHABLES (AIRPORT)	NA	L	02	BLDG NO.77 JFK AIRPORT	JAMAICA	NY	11430	40.6477545	-73.7864454	"1,45,912.00"	0.00		3605	GREGORY W. MEEKS	Active	BUILDING
NY6493	38 WATER STREET	NA	L	02	38 WATER ST	SENECA FALLS	NY	13148	42.9102400	-76.8009410	"8,365.00"	0.00		3623	NICHOLAS A. LANGWORTHY	Active	BUILDING
NY6497	MARKET SQUARE MALL	NA	L	02	6 DEPOT ST	POTSDAM	NY	13676	44.6703800	-74.9876110	"1,748.00"	0.00		3621	ELISE M. STEFANIK	Active	BUILDING
NY6507	3 WASHINGTON CENTER	NA	L	02	3 WASHINGTON CTR	NEWBURGH	NY	12550	41.4999792	-74.0086418	"13,856.00"	0.00		3618	PATRICK RYAN	Active	BUILDING
NY7008	1400 OLD COUNTRY RD	NA	L	02	1400 OLD COUNTRY RD	WESTBURY	NY	11590	40.7550700	-73.5520010	"12,062.00"	0.00		3604	ANTHONY D'ESPOSITO	Active	BUILDING
NY7017	FEDERAL CENTRE	NA	L	02	138 DELAWARE AVE	BUFFALO	NY	14202	42.8882200	-78.8781410	"92,491.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7030	VASSAR MAIN BLDG	NA	L	02	191 MAIN ST	POUGHKEEPSIE	NY	12601	41.7052100	-73.9319510	"6,255.00"	0.00		3618	PATRICK RYAN	Active	BUILDING
NY7033	UNIVERSITY CENTRE	NA	L	02	405 N FRENCH RD	BUFFALO	NY	14228	43.0328610	-78.8090130	"3,318.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7035	STARRET LEHIGH NYC	NA	L	02	601 W 26TH ST	NEW YORK	NY	10001	40.7515400	-74.0068510	"1,81,280.00"	0.00		3610	DANIEL S. GOLDMAN	Active	BUILDING
NY7036	17-19 WEST 34TH ST	NA	L	02	19 W 34TH ST	NEW YORK	NY	10001	40.7491920	-73.9859220	"10,728.00"	0.00		3612	JERROLD NADLER	Active	BUILDING
NY7039	COLONE BLDG	NA	L	02	25 MAIN ST	ONEONTA	NY	13820	42.4476900	-75.0641210	"5,025.00"	0.00		3619	MARCUS J. MOLINARO	Active	BUILDING
NY7044	140 GRAND	NA	L	02	140 GRAND ST	WHITE PLAINS	NY	10601	41.0289600	-73.7682910	"7,850.00"	0.00		3617	MICHAEL LAWLER	Active	BUILDING
NY7051	OLYMPIC TOWERS BUFFALO NY	NA	L	02	300 PEARL ST	BUFFALO	NY	14202	42.8880409	-78.8748989	"52,782.00"	0.00	1902	3626	BRIAN HIGGINS	Active	BUILDING
NY7060	THE GALLERIES-SYRACUSE	NA	L	02	441 S SALINA ST	SYRACUSE	NY	13202	43.0460400	-76.1518610	"41,895.00"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7063	ONE PARK PLACE -PEEKSKILL	NA	L	02	1 PARK PL	PEEKSKILL	NY	10566	41.2904200	-73.9162210	"7,250.00"	0.00		3617	MICHAEL LAWLER	Active	BUILDING
NY7064	CORPORATE PLACE-ROCHESTER	NA	L	02	255 EAST AVE	ROCHESTER	NY	14604	43.1553500	-77.5979410	"23,912.00"	0.00		3625	JOSEPH D. MORELLE	Active	BUILDING
NY7068	E. GREENBUSH TOWN H	NA	L	02	255 COLUMBIA TPKE	RENSSELAER	NY	12144	42.6152300	-73.7297610	115.00	0.00		3620	PAUL TONKO	Active	BUILDING
NY7071	NEW WINDSOR BUS PARK	NA	L	02	300 COMMERCE DR	NEW WINDSOR	NY	12553	41.4817300	-74.0643710	"12,034.00"	0.00		3618	PATRICK RYAN	Active	BUILDING
NY7078	70 E SUNRISE HIGHWAY	NA	L	02	70 E SUNRISE HWY	VALLEY STREAM	NY	11581	40.6588100	-73.6974610	"9,493.00"	0.00		3604	ANTHONY D'ESPOSITO	Active	BUILDING
NY7080	195 MONTAGUE STREET	NA	L	02	195 MONTAGUE ST	BROOKLYN	NY	11201	40.6943500	-73.9912910	"30,000.00"	0.00		3607	NYDIA M. VELÁZQUEZ	Active	BUILDING
NY7081	AIR CARGO BLDG NO 3	NA	L	02	SYRACUSE HANCOCK INT'L AIRPORT	SYRACUSE	NY	13212	43.1129700	-76.1120300	"10,994.00"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7082	63 44 AUSTIN STREET	NA	L	02	63-44 AUSTIN ST	FLUSHING	NY	11374	40.7269875	-73.8646401	"16,492.00"	0.00		3606	GRACE MENG	Active	BUILDING
NY7090	1121 OLD WALT WHIT	NA	L	02	1121 OLD WALT WHITMAN RD	MELVILLE	NY	11747	40.7922909	-73.4164808	"11,658.00"	0.00		3603	GEORGE SANTOS	Active	BUILDING
NY7093	68-94 S. ELMWOOD AVE	NA	L	02	68-94 S. ELMWOOD AVE	BUFFALO	NY	14202	42.8876545	-78.8893273	"70,796.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7101	DEYS CENT PL	NA	L	02	401-403 S. SALINA ST	SYRACUSE	NY	13202	43.0432636	-76.1505182	"7,179.00"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7104	EASTOWN PLAZA	NA	L	02	571 E MAIN ST	BATAVIA	NY	14020	42.9962940	-78.1651890	"7,215.00"	0.00		3627		Active	BUILDING
NY7106	1 WINNERS CIRCLE	NA	L	02	1 WINNERS CIR	ALBANY	NY	12205	42.7186900	-73.7974310	"3,824.00"	0.00		3620	PAUL TONKO	Active	BUILDING
NY7107	297 KNOLLWOOD RD	NA	L	02	297 KNOLLWOOD RD	WHITE PLAINS	NY	10607	41.0444600	-73.8046210	"10,152.00"	0.00		3617	MICHAEL LAWLER	Active	BUILDING
NY7108	PAVONE BLDG	NA	L	02	122 E SENECA ST	MANLIUS	NY	13104	43.0013100	-75.9776010	"2,105.00"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7109	80-02 Q GARDENS	NA	L	02	80-02 KEW GARDENS RD	KEW GARDENS	NY	11415	40.7083091	-73.8286909	"55,088.00"	0.00		3606	GRACE MENG	Active	BUILDING
NY7117	1180 VETS MEM HWY	NA	L	02	1180 VETERANS MEMORIAL HWY	HAUPPAUGE	NY	11788	40.8159402	-73.1942162	"42,217.00"	0.00		3601	NICK LALOTA	Active	BUILDING
NY7121	CITY CENTRE-BUFFALO	NA	L	02	598 MAIN ST	BUFFALO	NY	14202	42.8903600	-78.8732710	"7,609.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7123	DYKEN POND ROAD	NA	L	02	20 MODONNA LAKE ROAD	ALBANY	NY	12082	42.7329710	-73.5073740	0.00	0.00		3620	PAUL TONKO	Active	STRUCTURE
NY7125	RAINBOW BR PT ENTRY	NA	L	02	NIAGARA & RIVERWAY STS	NIAGARA FALLS	NY	14303	43.0844454	-79.0332636	"69,522.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7129	RIVERFRONT PROFF.	NA	L	02	500 FEDERAL ST	TROY	NY	12180	42.7340200	-73.6879110	"8,250.00"	0.00		3620	PAUL TONKO	Active	BUILDING
NY7133	166 WASHINGTON AVE	NA	L	02	166 WASHINGTON AVE	BATAVIA	NY	14020	42.9998900	-78.1823810	"1,850.00"	0.00		3627		Active	BUILDING
NY7134	1380 PARKER STREET	NA	L	02	1380 PARKER ST	BRONX	NY	10462	40.8361140	-73.8469035	"19,088.00"	0.00		3614	ALEXANDRIA OCASIO-CORTEZ	Active	BUILDING
NY7136	200 MCCARTY AVENUE	NA	L	02	200 MCCARTY AVE	ALBANY	NY	12209	42.6341340	-73.7728920	"69,476.00"	0.00		3620	PAUL TONKO	Active	BUILDING
NY7138	ONE AVIATION PLAZA	NA	L	02	159 STREET AND ROCKAWAY BLVD	SPRINGFIELD GARDENS	NY	11430	40.6477545	-73.7864454	"2,09,244.00"	"35,203.31"		3605	GREGORY W. MEEKS	Active	BUILDING
NY7140	100 CORPORATE PARKWAY	NA	L	02	100 CORPORATE PKWY	BUFFALO	NY	14226	42.9890400	-78.7995180	"2,178.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7143	SSA HUNTS POINT	NA	L	02	1029 E 163RD ST	BRONX	NY	10459	40.8211300	-73.8920010	"8,050.00"	0.00		3615	RITCHIE TORRES	Active	BUILDING
NY7144	30 STAATS STREET	NA	L	02	30 STAATS ST	BUFFALO	NY	14202	42.8878600	-78.8807210	"23,173.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7152	BROAD FINANCIAL CENTER-NYC	NA	L	02	33 WHITEHALL ST	NEW YORK	NY	10004	40.7033900	-74.0126810	"39,721.00"	0.00		3610	DANIEL S. GOLDMAN	Active	BUILDING
NY7154	FIRST SOURCE CREDIT UNION	NA	L	02	1634 GENESEE ST	UTICA	NY	13502	43.0902700	-75.2552610	"5,500.00"	0.00		3622	BRANDON WILLIAMS	Active	BUILDING
NY7160	THE ATRIUM-STATEN ISLAND	NA	L	02	1200 SOUTH AVE	STATEN ISLAND	NY	10314	40.6098100	-74.1788110	"6,404.00"	0.00		3611	NICOLE MALLIOTAKIS	Active	BUILDING
NY7161	FOOD & DRUG ADMINISTRATION	NA	L	02	158-15 LIBERTY AVE	JAMAICA	NY	11433	40.7000160	-73.7986455	"2,24,000.00"	0.00		3605	GREGORY W. MEEKS	Active	BUILDING
NY7162	VA MEDICAL CENTER-THE BRONX	NA	L	02	130 W KINGSBRIDGE RD	BRONX	NY	10468	40.8686670	-73.9049985	0.00	0.00		3613	ADRIANO ESPAILLAT	Active	STRUCTURE
NY7168	BROOKHAVEN CORPORATE PARK	NA	L	02	2 CORPORATE DR	HOLTSVILLE	NY	11742	40.8018200	-73.0393210	"12,200.00"	0.00		3601	NICK LALOTA	Active	BUILDING
NY7171	20 SOUTH BROADWAY YONKERS	NA	L	02	20 S BROADWAY	YONKERS	NY	10701	40.9332560	-73.8984636	"12,299.00"	0.00		3616	JAMAAL BOWMAN	Active	BUILDING
NY7179	BUILDING 636	NA	L	02	636 W WASHINGTON ST	GENEVA	NY	14456	42.8599900	-77.0090510	"4,046.00"	0.00		3623	NICHOLAS A. LANGWORTHY	Active	BUILDING
NY7182	1825 SOUTHERN BOULEVARD	NA	L	02	1825 SOUTHERN BLVD	BRONX	NY	10460	40.8396946	-73.8864203	"15,062.00"	0.00		3615	RITCHIE TORRES	Active	BUILDING
NY7184	5000 CORPORATE COURT	NA	L	02	5000 CORPORATE CT	HOLTSVILLE	NY	11742	40.8055863	-73.0401366	"1,91,476.00"	0.00	1999	3601	NICK LALOTA	Active	BUILDING
NY7185	140 HUGENOT	NA	L	02	140 HUGUENOT ST	NEW ROCHELLE	NY	10801	40.9130600	-73.7788710	"11,389.00"	0.00		3616	JAMAAL BOWMAN	Active	BUILDING
NY7186	75 SOUTH BROADWAY	NA	L	02	75 S BROADWAY	WHITE PLAINS	NY	10601	41.0297600	-73.7628310	"16,632.00"	0.00		3617	MICHAEL LAWLER	Active	BUILDING
NY7220	BRIDGEWATER PLACE	NA	L	02	500 PLUM ST	SYRACUSE	NY	13204	43.0561298	-76.1588994	"14,955.00"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7225	CRO-CORAM BUILDING #2	NA	L	02	2045 RT 112	CORAM	NY	11727	40.8811255	-73.0106015	"2,982.00"	0.00		3601	NICK LALOTA	Active	BUILDING
NY7226	8 AUTOMATION LANE	NA	L	02	8 AUTOMATION LN	ALBANY	NY	12205	42.7205000	-73.8073510	"5,060.00"	0.00		3620	PAUL TONKO	Active	BUILDING
NY7227	15 LEWIS STREET	NA	L	02	15 LEWIS ST	GENEVA	NY	14456	42.8706100	-76.9812210	"11,142.00"	0.00		3623	NICHOLAS A. LANGWORTHY	Active	BUILDING
NY7228	CLINTON EXCHANGE BUILDING	NA	L	02	4 S CLINTON SQ	SYRACUSE	NY	13202	43.0508143	-76.1535897	"6,113.48"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7230	240 WEST NYACK ROAD	NA	L	02	240 W NYACK RD	WEST NYACK	NY	10994	41.0980800	-73.9940210	"16,240.00"	0.00		3617	MICHAEL LAWLER	Active	BUILDING
NY7231	GREENWAY PLAZA OFFICE PARK	NA	L	02	145 PINELAWN RD	MELVILLE	NY	11747	40.7708700	-73.4084110	"15,555.00"	0.00		3603	GEORGE SANTOS	Active	BUILDING
NY7240	6560 NIAGARA FALLS BLVD	NA	L	02	6560 NIAGARA FALLS BLVD	NIAGARA FALLS	NY	14304	43.0895800	-78.9887810	"11,617.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7245	THE GALLERIES-SYRACUSE #2	NA	L	02	441 S SALINA ST	SYRACUSE	NY	13202	43.0460400	-76.1518610	"2,729.00"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7246	222 BLOOMINGDALE ROAD	NA	L	02	222 BLOOMINGDALE RD	WHITE PLAINS	NY	10605	41.0229900	-73.7583910	"5,100.00"	0.00		3617	MICHAEL LAWLER	Active	BUILDING
NY7248	DEA-LATHAM NY	NA	L	02	10 HASTINGS DR	LATHAM	NY	12110	42.7453700	-73.7840310	"31,976.00"	0.00		3620	PAUL TONKO	Active	BUILDING
NY7250	MAIN STREET PLAZA-DUNKIRK	NA	L	02	437 MAIN ST	DUNKIRK	NY	14048	42.4827100	-79.3284310	"4,683.00"	0.00		3623	NICHOLAS A. LANGWORTHY	Active	BUILDING
NY7252	650 EAST 12TH STREET	NA	L	02	650 E 12TH ST	NEW YORK	NY	10009	40.7272300	-73.9771810	"11,500.00"	0.00		3612	JERROLD NADLER	Active	BUILDING
NY7255	BROAD STREET PLAZA	NA	L	02	10 BROAD ST	UTICA	NY	13501	43.1031100	-75.2261110	0.00	0.00		3622	BRANDON WILLIAMS	Active	LAND
NY7256	THE ATRIUM BUILDING-SYRACUSE NY	NA	L	02	2 S CLINTON ST	SYRACUSE	NY	13202	43.0509509	-76.1536013	"9,360.00"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7257	6780 NORTHERN BOULEVARD	NA	L	02	6780 NORTHERN BLVD	EAST SYRACUSE	NY	13057	43.1021200	-76.0752310	"2,266.00"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7261	321 HAZELTINE AVE.	NA	L	02	321 HAZELTINE AVE	JAMESTOWN	NY	14701	42.0823100	-79.2547510	"8,836.00"	0.00		3623	NICHOLAS A. LANGWORTHY	Active	BUILDING
NY7263	510 PARK AVENUE	NA	L	02	510 PARK AVE	WEST BABYLON	NY	11704	40.6850760	-73.3517190	"9,508.00"	0.00		3602	ANDREW R. GARBARINO	Active	BUILDING
NY7267	155 PINELAWN ROAD	NA	L	02	155 PINELAWN RD	MELVILLE	NY	11747	40.7710200	-73.4098410	"5,937.00"	0.00		3603	GEORGE SANTOS	Active	BUILDING
NY7271	FIVE STAR BANK (FORMERLY ONE HSBC PLAZA)	NA	L	02	100 CHESTNUT ST	ROCHESTER	NY	14604	43.1548400	-77.6022810	"10,383.00"	0.00		3625	JOSEPH D. MORELLE	Active	BUILDING
NY7272	RENAISSANCE PLAZA-BROOKLYN NY	NA	L	02	335 ADAMS ST	BROOKLYN	NY	11201	40.6935090	-73.9884240	"92,930.00"	0.00		3607	NYDIA M. VELÁZQUEZ	Active	BUILDING
NY7282	33 MAIDEN LANE	NA	L	02	33 MAIDEN LN	NEW YORK	NY	10038	40.7089500	-74.0086810	"43,936.00"	0.00		3610	DANIEL S. GOLDMAN	Active	BUILDING
NY7288	2 METRO TECH CENTER	NA	L	02	100 MYRTLE AVE	BROOKLYN	NY	11201	40.6932900	-73.9857210	"78,607.00"	0.00	1991	3608	HAKEEM S. JEFFRIES	Active	BUILDING
NY7289	OGDENSBURG BORDER STATION	NA	L	02	104 TROOPER SHAWN W. SNOW STREET	OGDENSBURG	NY	13669	44.7239511	-75.4365088	"33,431.00"	0.00		3621	ELISE M. STEFANIK	Active	BUILDING
NY7295	33 AIRPORT CENTER DRIVE	NA	L	02	33 AIRPORT CENTER DR	NEW WINDSOR	NY	12553	41.4950200	-74.1085310	"3,866.00"	0.00		3618	PATRICK RYAN	Active	BUILDING
NY7296	STEWART INTERNATIONAL AIRPORT	NA	L	02	1130 1ST ST	NEW WINDSOR	NY	12553	41.4984500	-74.1001310	733.00	0.00		3618	PATRICK RYAN	Active	BUILDING
NY7297	ALBANY INTERNATIONAL AIRPORT	NA	L	02	ALBANY INTERNATIONAL AIRPORT	ALBANY	NY	12211	42.7460626	-73.8113882	"9,196.00"	0.00		3620	PAUL TONKO	Active	BUILDING
NY7299	ADIRONDACK REGIONAL AIRPORT	NA	L	02	TERMINAL ROAD	SARANAC	NY	12983	44.3797670	-74.2025150	525.00	0.00		3621	ELISE M. STEFANIK	Active	BUILDING
NY7300	10 NEW KING STREET	NA	L	02	10 NEW KING ST	WHITE PLAINS	NY	10604	41.0828775	-73.7146795	"3,190.00"	0.00		3617	MICHAEL LAWLER	Active	BUILDING
NY7301	PLATTSBURGH INTL AIRPORT	NA	L	02	43 AIRPORT LN	PLATTSBURGH	NY	12903	44.6692544	-73.4723419	"1,623.00"	0.00		3621	ELISE M. STEFANIK	Active	BUILDING
NY7304	1200 WATERS PL	NA	L	02	1200 WATERS PL	BRONX	NY	10461	40.8529530	-73.8367785	"22,270.00"	0.00		3614	ALEXANDRIA OCASIO-CORTEZ	Active	BUILDING
NY7307	TSA BUILDING-DEXTER NY	NA	L	02	AIRPORT DR	DEXTER	NY	13634	43.9945664	-76.0233324	650.00	0.00		3621	ELISE M. STEFANIK	Active	BUILDING
NY7311	WESTCHESTER COUNTY AIRPORT	NA	L	02	240 AIRPORT ROAD	WHITE PLAINS	NY	10604	41.0749292	-73.7076321	353.69	0.00		3617	MICHAEL LAWLER	Active	BUILDING
NY7313	ITHACA TOMPKINS INTERNATIONAL AIRPORT	NA	L	02	72 BROWN RD	ITHACA	NY	14850	42.4886900	-76.4603210	"1,020.00"	0.00		3623	NICHOLAS A. LANGWORTHY	Active	BUILDING
NY7314	"US AIRPORTS ROCHESTER, NY"	NA	L	02	1 AIRPORT WAY	ROCHESTER	NY	14624	43.1300400	-77.6700410	"8,188.00"	0.00		3625	JOSEPH D. MORELLE	Active	BUILDING
NY7316	ELMIRA-CORNING REG. AIRPORT	NA	L	02	276 SING SING RD	HORSEHEADS	NY	14845	42.1607000	-76.8939110	"1,048.00"	0.00		3623	NICHOLAS A. LANGWORTHY	Active	BUILDING
NY7317	GREATER BINGHAMTON AIRPORT	NA	L	02	2534 AIRPORT RD	JOHNSON CITY	NY	13790	42.2079641	-75.9825839	936.00	0.00		3622	BRANDON WILLIAMS	Active	BUILDING
NY7318	OGDENSBURG INT'L AIRPORT	NA	L	02	5840 STATE HIGHWAY 812	OGDENSBURG	NY	13669	44.6779700	-75.4768510	508.00	0.00		3621	ELISE M. STEFANIK	Active	BUILDING
NY7321	86 CHAMBERS STREET	NA	L	02	86 CHAMBERS ST	NEW YORK	NY	10007	40.7142600	-74.0067210	"72,258.00"	0.00	2000	3610	DANIEL S. GOLDMAN	Active	BUILDING
NY7325	1540 FULTON STREET	NA	L	02	1540 FULTON ST	BROOKLYN	NY	11216	40.6797100	-73.9392510	"13,938.00"	0.00		3608	HAKEEM S. JEFFRIES	Active	BUILDING
NY7327	6400 SHERIDAN DRIVE	NA	L	02	6400 SHERIDAN DR	BUFFALO	NY	14221	42.9783930	-78.7003290	"6,613.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7334	LIVINGSTON COUNTY GOV'T CENTER	NA	L	02	6 COURT ST	GENESEO	NY	14454	42.8004800	-77.8165910	"2,543.00"	0.00		3627		Active	BUILDING
NY7336	TERMINAL ONE JFK AIRPORT	NA	L	02	JOHN F KENNEDY INT'L AIRPORT	JAMAICA	NY	11430	40.6424400	-73.7812200	668.00	0.00		3605	GREGORY W. MEEKS	Active	BUILDING
NY7337	TERMINAL 8	NA	L	02	JOHN F KENNEDY INT'L AIRPORT	JAMAICA	NY	11430	40.6424400	-73.7812200	"2,694.00"	0.00		3605	GREGORY W. MEEKS	Active	BUILDING
NY7340	NIAGARA CENTER	NA	L	02	130 S ELMWOOD AVE	BUFFALO	NY	14201	42.8891130	-78.8794830	"2,59,404.00"	"8,137.52"		3626	BRIAN HIGGINS	Active	BUILDING
NY7341	BUFFALO NIAGARA INT'L AIRPORT	NA	L	02	4200 GENESEE ST	BUFFALO	NY	14225	42.9305900	-78.7325710	"12,046.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7344	230-59 INTN'L AIRPORT CENTER	NA	L	02	230-59 INTN'L AIRPORT CENTER	JAMAICA	NY	11413	40.6698364	-73.7508091	"25,363.00"	0.00		3605	GREGORY W. MEEKS	Active	BUILDING
NY7351	EXECUTIVE BUILDING IV	NA	L	02	3 COATES DR	GOSHEN	NY	10924	41.3907600	-74.3368110	"1,472.00"	0.00		3618	PATRICK RYAN	Active	BUILDING
NY7353	FIRST FEDERAL PLAZA-ROCHESTER NY	NA	L	02	FIRST FEDERAL PLAZA	ROCHESTER	NY	14614	43.1563600	-77.6113100	"8,790.00"	0.00		3625	JOSEPH D. MORELLE	Active	BUILDING
NY7357	ONE PARK PLACE-SYRACUSE	NA	L	02	300 S STATE ST	SYRACUSE	NY	13202	43.0482600	-76.1476410	"40,369.00"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7358	60 JEFFERSON STREET	NA	L	02	60 JEFFERSON ST	MONTICELLO	NY	12701	41.6596000	-74.6954910	"5,363.00"	0.00		3619	MARCUS J. MOLINARO	Active	BUILDING
NY7359	1510 HYLAN BOULEVARD	NA	L	02	1510 HYLAN BLVD	STATEN ISLAND	NY	10305	40.5912800	-74.0871810	"10,000.00"	0.00		3611	NICOLE MALLIOTAKIS	Active	BUILDING
NY7360	19 EAST SHUYLER STREET	NA	L	02	19 E SCHUYLER ST	OSWEGO	NY	13126	43.4626900	-76.5075010	"8,850.00"	0.00		3624	CLAUDIA TENNEY	Active	BUILDING
NY7362	COLVIN WOODS BUSINESS PARK	NA	L	02	600 COLVIN WOODS PKY	TONAWANDA	NY	14150	42.9952339	-78.8583724	"16,579.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7363	FINANCIAL SQUARE BUILDING	NA	L	02	32 OLD SLIP	NEW YORK	NY	10005	40.7038000	-74.0081610	"1,44,469.00"	"8,782.19"		3610	DANIEL S. GOLDMAN	Active	BUILDING
NY7367	201 LANG BOULEVARD	NA	L	02	201 LANG BLVD	FERRY VILLAGE	NY	14072	43.0345500	-78.9772610	"35,882.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7368	375 BAY ROAD	NA	L	02	375 BAY RD	QUEENSBURY	NY	12804	43.3350600	-73.6548410	"4,209.00"	0.00		3621	ELISE M. STEFANIK	Active	BUILDING
NY7370	111 EIGHTH AVENUE	NA	L	02	111 8TH AVE	NEW YORK	NY	10011	40.7408400	-74.0019710	0.00	0.00		3610	DANIEL S. GOLDMAN	Active	STRUCTURE
NY7372	171 PATTONWOOD DRIVE	NA	L	02	171 PATTONWOOD DR	ROCHESTER	NY	14617	43.2480600	-77.6048710	"4,300.00"	0.00		3625	JOSEPH D. MORELLE	Active	BUILDING
NY7374	41-61 KISSENA BLVD	NA	L	02	41-61 KISSENA BLVD	FLUSHING	NY	11355	40.7576700	-73.8277380	"17,930.00"	0.00		3606	GRACE MENG	Active	BUILDING
NY7377	598 MAIN STREET	NA	L	02	598 MAIN ST	BUFFALO	NY	14202	42.8903600	-78.8732710	"7,724.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7378	LARKIN BUILDING	NA	L	02	726 EXCHANGE ST	BUFFALO	NY	14210	42.8748400	-78.8496210	"55,047.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7381	345 EAST 102 STREET	NA	L	02	345 E 102ND ST	NEW YORK	NY	10029	40.7873970	-73.9423395	"10,753.00"	0.00		3613	ADRIANO ESPAILLAT	Active	BUILDING
NY7383	156 BELLEW AVENUE EXTENSION SO	NA	L	02	156 BELLEW AVENUE EXTENSION SOUTH	WATERTOWN	NY	13601	43.9793300	-75.9313800	"10,000.00"	0.00		3621	ELISE M. STEFANIK	Active	BUILDING
NY7384	25 MCCARTHY DRIVE	NA	L	02	25 MCCARTHY DR	PLATTSBURGH	NY	12901	44.7202100	-73.4672310	0.00	0.00		3621	ELISE M. STEFANIK	Active	BUILDING
NY7386	MASSENA AIRPORT	NA	L	02	200 ADMINISTRATION BUILDING RD	MASSENA	NY	13662	44.9331100	-74.8424910	434.00	0.00		3621	ELISE M. STEFANIK	Active	BUILDING
NY7387	480 BEDFORD ROAD	NA	L	02	480 BEDFORD RD	CHAPPAQUA	NY	10514	41.1774840	-73.7512695	"8,106.00"	0.00		3617	MICHAEL LAWLER	Active	BUILDING
NY7389	MARATHON PARKWAY BUILDING	NA	L	02	45-17 MARATHON PKWY	QUEENS	NY	11362	40.7700900	-73.7380800	"2,900.00"	0.00		3603	GEORGE SANTOS	Active	BUILDING
NY7392	AMHERST DEVELOPMENT PARK	NA	L	02	6000 N BAILEY AVE	BUFFALO	NY	14226	42.9973077	-78.8146863	"2,168.00"	0.00		3626	BRIAN HIGGINS	Active	BUILDING
NY7393	STATE STREET	NA	L	02	24 STATE ST	NEW YORK	NY	10004	40.7033820	-74.0141190	"10,651.00"	0.00		3610	DANIEL S. GOLDMAN	Active	BUILDING
NY7394	1 COMPUTER DRIVE SOUTH	NA	L	02	1 COMPUTER DR S	ALBANY	NY	12205	42.7194100	-73.8111010	"1,470.00"	0.00		3620	PAUL TONKO	Active	BUILDING
NY7395	32-47 LACONIA AVENUE	NA	L	02	3247 LACONIA AVE	BRONX	NY	10469	40.8725190	-73.8557550	"11,169.00"	0.00		3616	JAMAAL BOWMAN	Active	BUILDING
NY7396	355 MAIN STREET	NA	L	02	355 MAIN ST	POUGHKEEPSIE	NY	12601	41.7030000	-73.9251310	"15,567.00"	0.00		3618	PATRICK RYAN	Active	BUILDING
NY7402	2 METROTECH CENTER	NA	L	02	2 METROTECH CTR	BROOKLYN	NY	11201	40.6935900	-73.9857010	"23,238.00"	0.00		3608	HAKEEM S. JEFFRIES	Active	BUILDING
NY7403	BATTERY PARKING GARAGE	NA	L	02	56-80 GREENWICH STREET	NEW YORK	NY	10006	40.7079100	-74.0139800	0.00	0.00		3610	DANIEL S. GOLDMAN	Active	STRUCTURE
NY7410	84 NORTH MAIN ST	NA	L	02	84 N MAIN ST	FREEPORT	NY	11520	40.6598000	-73.5845610	"12,009.00"	0.00		3604	ANTHONY D'ESPOSITO	Active	BUILDING
NY7412	1900 WEST SENECA ROAD	NA	L	02	1900 SENECA ST	BUFFALO	NY	14210	42.8592344	-78.8143321	"13,308.00"	0.00	2007	3626	BRIAN HIGGINS	Active	BUILDING
NY7413	54 STATE STREET	NA	L	02	54 STATE ST	ALBANY	NY	12207	42.6492610	-73.7517510	"8,560.00"	0.00	2007	3620	PAUL TONKO	Active	BUILDING
NY7415	HAMPTON RIDGE PROFESSIONAL BUI	NA	L	02	4050 W RIDGE RD	ROCHESTER	NY	14626	43.2171540	-77.7364065	"10,622.00"	0.00	1982	3625	JOSEPH D. MORELLE	Active	BUILDING
NY7417	ONE HSBC CENTER	NA	L	02	HSBC CTR	BUFFALO	NY	14203	42.8798932	-78.8763070	0.00	0.00		3626	BRIAN HIGGINS	Active	STRUCTURE
